hip_angle_l,hip_flexion_l_moment,hip_angle_l_normalized,hip_flexion_l_moment_normalized
-41.10538919,0.055666084,0.052673808903893414,0.5539221330108389
-41.51643108,0.061289406,0.04432510645909651,0.5575756124364322
-41.80726595,0.06725424,0.038417937751300736,0.561450972640966
-42.09811469,0.072559798,0.03251048732890191,0.5648980003932966
-42.38894956,0.076818374,0.026603318621106285,0.5676648026141771
-42.62818225,0.079373069,0.02174424563494822,0.5693245911913145
-42.84311498,0.080013583,0.017378730946365308,0.5697407339483546
-43.05805796,0.078545583,0.013013008069269002,0.5687869724890658
-43.27059126,0.07470021,0.00869622838214079,0.5662886287806259
-43.3603578,0.068914694,0.006872973501819577,0.5625297717078066
-43.45012433,0.060344129,0.005049718824609127,0.5569614647722959
-43.53988658,0.048892651,0.0032265510787974562,0.5495214250118777
-43.60784019,0.034380556,0.0018463402444716748,0.540092898510149
-43.63814075,0.016750703,0.0012309033133337793,0.5286387606870376
-43.66844276,-0.003582517,0.0006154369311378954,0.5154282419000891
-43.69874332,-0.026402103,0.0,0.5006023279738447
-43.69678458,-0.051160694,3.978411403936146e-05,0.48451664004326234
-43.68465021,-0.077676021,0.0002862462069541638,0.4672895985084938
-43.67251526,-0.105613772,0.000532720080292277,0.4491384062993606
-43.65571369,-0.134642307,0.000873978020049738,0.43027853034389973
-43.61399859,-0.164827914,0.0017212565233549054,0.41066690324455457
-43.57228549,-0.19497683,0.0025684944045112025,0.3910791143343802
-43.53057039,-0.224583108,0.00341577290781637,0.3718438780200815
-43.38352543,-0.252361781,0.006402414043217639,0.3537960389890278
-43.12684152,-0.277828983,0.011615940058673209,0.3372499655942573
-42.87016984,-0.301416523,0.01682921766968775,0.3219251109815643
-42.61348593,-0.322793585,0.02204274368514332,0.30803640672514226
-42.21324271,-0.341666687,0.030172113539216804,0.29577452845209956
-41.78324489,-0.357912905,0.038905831290201684,0.28521934004092503
-41.35326757,-0.371482912,0.0476391326641595,0.2764028893059935
-40.87176807,-0.382479846,0.05741890487379602,0.26925816735807606
-40.2070501,-0.391201941,0.07092004107487636,0.26359141118964574
-39.54230043,-0.397684628,0.0844218211370178,0.2593796012351276
-38.87758245,-0.402264039,0.09792295754120875,0.25640435210839513
-38.42922801,-0.40614162,0.10702951796833095,0.2538850828215623
-38.1443746,-0.409601737,0.11281519679652963,0.2516370404242666
-37.85953478,-0.412570094,0.11860059959722599,0.2497084951218074
-37.57468137,-0.415590106,0.12438627842542452,0.2477463895004247
-37.18459387,-0.419286311,0.13230937469411555,0.24534496043051285
-36.79047045,-0.424101329,0.14031444483454752,0.24221663713747338
-36.39636583,-0.430506363,0.14831913312677913,0.2380552784354063
-36.01372881,-0.438667956,0.1560909021412311,0.23275268112627728
-35.65166904,-0.448715756,0.16344472509820912,0.22622461274028124
-35.28959201,-0.461294597,0.17079889862433273,0.21805212381090663
-34.92753224,-0.476504707,0.17815272158131074,0.20817009607960998
-34.75167035,-0.494568523,0.18172466552840966,0.19643401194576485
-34.64246721,-0.515182136,0.1839426986390921,0.18304132147158575
-34.53325887,-0.537990841,0.18616083736736194,0.16822247694482265
-34.43704416,-0.562553348,0.1881150615088537,0.1522641850373896
-34.42491117,-0.588047625,0.18836149557248572,0.1357005209808274
-34.41277876,-0.614338352,0.18860791785569456,0.11861940235052501
-34.40064577,-0.64082599,0.1888543519193267,0.1014103503941259
-34.39816999,-0.666649341,0.18890463767131843,0.08463288654297649
-34.40423113,-0.691215928,0.1887815294053063,0.06867194385437586
-34.41029199,-0.714147943,0.18865842682639505,0.053772984664435114
-34.41635314,-0.734915877,0.18853531835727214,0.04028003164110137
-34.40560572,-0.75289081,0.18875361000542817,0.0286016949049306
-34.39348347,-0.767891643,0.18899982592812017,0.018855634705592834
-34.38136181,-0.779699243,0.18924602986727826,0.011184222030729985
