time_s,original_motorVel,filtered_motorVel,difference
20.025,-31.13525,-7.273112088098904,-23.862137911901094
20.03,-32.9712,-8.09507117122259,-24.87612882877741
20.035,-37.2333,-9.02653531119518,-28.206764688804817
20.04,-43.35325,-10.080375929768842,-33.27287407023116
20.045,-46.3914,-11.273206472062597,-35.1181935279374
20.05,-50.6755,-12.612044436150228,-38.06345556384977
20.055,-64.7075,-14.1208703592918,-50.586629640708196
20.06,-77.5155,-15.859865660336867,-61.65563433966314
20.065,-94.608,-17.903888583148454,-76.70411141685155
20.07,-112.924,-20.33374496953161,-92.5902550304684
20.075,-139.786,-23.24873212253416,-116.53726787746584
20.08,-157.4905,-26.750772931694982,-130.739727068305
20.085,-177.6205,-30.90890752980396,-146.71159247019602
20.09,-195.3245,-35.764093238552135,-159.56040676144787
20.095,-216.067,-41.3476487622977,-174.7193512377023
20.1,-236.219,-47.687290573247324,-188.53170942675268
20.105,-244.765,-54.78070176925918,-189.98429823074082
20.11,-241.093,-62.54463842412665,-178.54836157587334
20.115,-238.667,-70.82826853560056,-167.83873146439944
20.12,-234.995,-79.47242872985416,-155.52257127014585
20.125,-195.9365,-88.2586001028079,-107.67789989719209
20.13,-143.4365,-96.81654356769506,-46.61995643230493
20.135,-107.438,-104.7288964667277,-2.709103533272298
20.14,-80.5755,-111.69545678334005,31.119956783340044
20.145,-57.3855,-117.54134396916561,60.15584396916561
20.15,-42.7413,-122.17489650439622,79.4335965043962
20.155,-34.8072,-125.58314218549963,90.77594218549962
20.16,-32.3592,-127.82204082096816,95.46284082096815
20.165,-28.68725,-128.98454357155865,100.29729357155864
20.17,-27.48515,-129.17242056886474,101.68727056886473
20.175,-22.58915,-128.48289907027348,105.89374907027347
20.18,-12.2071,-126.98672951136034,114.77962951136034
20.185,3.049055,-124.71189234412606,127.76094734412605
20.19,16.46925,-121.6614806855183,138.1307306855183
20.195,37.21145,-117.82692106610992,155.0383710661099
20.2,50.0415,-113.19704950199707,163.23854950199706
20.205,62.8495,-107.78644938368767,170.63594938368766
20.21,77.494,-101.62711429013093,179.12111429013095
20.215,86.652,-94.75709562561029,181.4090956256103
20.22,99.482,-87.22698029137388,186.70898029137388
20.225,108.028,-79.09158467724843,187.11958467724844
20.23,122.672,-70.40142134842861,193.0734213484286
20.235,132.442,-61.19899579978483,193.64099579978483
20.24,142.8025,-51.532138137716764,194.33463813771678
20.245,151.9605,-41.45676051236914,193.41726051236913
20.25,162.3425,-31.026426438705453,193.36892643870544
20.255,169.6645,-20.294744716228298,189.9592447162283
20.26,180.6585,-9.31368905640852,189.97218905640852
20.265,191.019,1.87677214580204,189.14222785419796
20.27,194.079,13.229729824101431,180.84927017589857
20.275,198.363,24.673626356054232,173.68937364394577
20.28,203.849,36.1374815415774,167.71151845842257
20.285,209.947,47.56782798030005,162.37917201969995
20.29,207.499,58.905416023480434,148.59358397651957
20.295,194.691,70.04331905492148,124.64768094507852
20.3,192.855,80.85155328164674,112.00344671835325
20.305,193.467,91.24829310737404,102.21870689262597
20.31,191.019,101.19199605059771,89.8270039494023
20.315,183.085,110.63101998790219,72.45398001209782
20.32,43.9434,119.22218631725418,-75.27878631725419
20.325,29.2774,126.37378964245522,-97.09638964245522
20.33,-17.1031,131.75893054053182,-148.86203054053183
20.335,6.0872,135.37796112513317,-129.29076112513317
20.34,1.213045,137.4110069265239,-136.1979619265239
20.345,-3.682895,138.05683684999067,-141.73973184999068
20.35,2.43707,137.46539981309476,-135.02832981309476
20.355,-1.2349,135.80365071439536,-137.03855071439537
20.36,1.213045,133.22152500203975,-132.00848000203976
20.365,-7.333,129.84012725849016,-137.17312725849015
20.37,-3.07091,125.76573534286445,-128.83664534286444
20.375,-14.0431,121.09585916013098,-135.13895916013098
20.38,-30.52325,115.87259319728686,-146.39584319728687
20.385,-43.96525,110.08909039173426,-154.05434039173426
20.39,-47.61535,103.76557571098671,-151.3809257109867
20.395,-52.5115,96.9687184597228,-149.48021845972278
20.4,-48.8394,89.79382241063774,-138.63322241063776
20.405,-32.3592,82.38715421245885,-114.74635421245885
20.41,-25.03715,74.93072633144489,-99.96787633144488
20.415,-10.393,67.58802678019923,-77.98102678019923
20.42,7.92315,60.52025010597144,-52.59710010597144
20.425,13.40925,53.8700081648918,-40.4607581648918
20.43,23.1793,47.721807419372276,-24.542507419372274
20.435,28.6654,42.12765029829206,-13.462250298292059
20.44,25.62725,37.101790864139396,-11.474540864139396
20.445,21.3433,32.6049993888864,-11.261699388886399
20.45,19.52915,28.580757767439824,-9.051607767439823
20.455,12.79725,24.97312133505401,-12.17587133505401
20.46,12.2071,21.727112896841554,-9.520012896841553
20.465,4.25117,18.791605984318,-14.540435984318
20.47,3.049055,16.11544998052752,-13.06639498052752
20.475,-1.2349,13.658085289689414,-14.892985289689413
20.48,-1.2349,11.392333594913525,-12.627233594913525
20.485,-1.84694,9.302954129686578,-11.149894129686578
20.49,-3.07091,7.380233250288451,-10.451143250288451
20.495,-3.07091,5.613009295465434,-8.683919295465435
20.5,-4.273025,3.9915381908461858,-8.264563190846186
20.505,-2.458925,2.509898614056731,-4.968823614056731
20.51,0.601055,1.1743863537110781,-0.5733313537110781
20.515,-1.2349,-0.00943114486221964,-1.2254688551377804
20.52,-0.622915,-1.0506310194794737,0.4277160194794737
