time,hip_flexion_l_moment,hip_adduction_l_moment,hip_rotation_l_moment,knee_angle_l_moment,ankle_angle_l_moment,subtalar_angle_l_moment,hip_flexion_r_moment,hip_adduction_r_moment,hip_rotation_r_moment,knee_angle_r_moment,ankle_angle_r_moment,subtalar_angle_r_moment
9.665,-0.0184434104937362,-0.051818694606981,-0.00506074921808083,-0.284736489096864,-0.200807911782906,0.0751383199224659,-0.0661451050865029,-0.0597754247520876,-0.00628023095183184,-0.246597302715161,-0.203523577820524,0.0518201288383722
9.67,-0.0185263951824326,-0.0519026116457084,-0.00506989523005456,-0.284842235181542,-0.200792011655183,0.0751200556249597,-0.0670094304463029,-0.0596783521558645,-0.00642990549073512,-0.246642396390787,-0.203530412284128,0.0517923893613996
9.675,-0.0185888347318423,-0.0519731449537035,-0.00508017109636199,-0.284926896261616,-0.200751176787537,0.0750997251037498,-0.0678342132612722,-0.0596272234749388,-0.00658218208273513,-0.246696652374788,-0.203569040268609,0.0517718413778222
9.68,-0.0186328529098011,-0.0520293434946037,-0.00509115124876877,-0.284990926869242,-0.200686556223635,0.0750773975914034,-0.0685951080347176,-0.0596280066248182,-0.00673340763533304,-0.246756860854501,-0.203635375883869,0.0517582061761042
9.685,-0.0186612136793387,-0.0520705196899835,-0.0051024004443847,-0.285035346827469,-0.200599741281921,0.0750531704791137,-0.0692696429169293,-0.0596850997858285,-0.00687995830701599,-0.246819654457895,-0.203724975076592,0.0517511540236443
9.69,-0.0186772466696612,-0.0520962625791965,-0.0051134892217335,-0.285061675815808,-0.200492665545874,0.0750271594047023,-0.069837819447185,-0.0598012388241106,-0.00701833694519432,-0.246881611648734,-0.203833152093103,0.0517503025056049
9.695,-0.0186847425758525,-0.0521064434484161,-0.00512400857896287,-0.285071840354506,-0.200367485667432,0.0749994852917442,-0.0702826471974766,-0.0599774538229747,-0.00714526835917665,-0.246939355230476,-0.203955093866572,0.0517552136484814
9.7,-0.0186878221400855,-0.0521012139378043,-0.00513358342206653,-0.285068057257088,-0.200226447700905,0.0749702587475949,-0.0705905988929428,-0.0602130741192957,-0.00725778979840229,-0.246989642489021,-0.204085968188529,0.0517653901444006
9.705,-0.0186907837669141,-0.0520809970674325,-0.00514188441184408,-0.285052698853557,-0.200071744474484,0.0749395623715038,-0.0707519737970395,-0.060505779849128,-0.00735333410199656,-0.247029444085861,-0.204221022080454,0.0517802711158553
9.71,-0.0186979360049,-0.0520464719756471,-0.00514863792106025,-0.285028146294776,-0.19990537007946,0.0749074316590784,-0.0707611596644043,-0.0608516967467601,-0.00742980315197442,-0.24705600949043,-0.204355667500597,0.0517992279699207
