timestamp,motor_angle_L_float,motor_angle_R_float,motor_vel_L_float,motor_vel_R_float
1761533337.5769193,0.29323455691337585,0.18556666374206543,-0.23755870759487152,-0.008241832256317139
1761533337.5870621,0.29074183106422424,0.1854707896709442,-0.2710108458995819,-0.008241832256317139
1761533337.5968833,0.28834497928619385,0.185374915599823,-0.21913579106330872,-0.008241832256317139
1761533337.606986,0.2862357795238495,0.18527905642986298,-0.20895470678806305,-0.01163552887737751
1761533337.6171691,0.28431829810142517,0.18508730828762054,-0.18083548545837402,-0.022301429882645607
1761533337.6271815,0.2826884388923645,0.18470381200313568,-0.13283894956111908,-0.06011689454317093
1761533337.6371996,0.28163328766822815,0.18393653631210327,-0.11974898725748062,-0.08193352073431015
1761533337.647104,0.2801951766014099,0.18307368457317352,-0.16968479752540588,-0.07126761227846146
1761533337.6568024,0.27799007296562195,0.1823066920042038,-0.23028650879859924,-0.08823608607053757
1761533337.6667857,0.27559322118759155,0.18125207722187042,-0.22155986726284027,-0.13138450682163239
1761533337.6767538,0.2735798954963684,0.17971810698509216,-0.1895621418952942,-0.17695699632167816
1761533337.686638,0.2716624140739441,0.1781841218471527,-0.1895621418952942,-0.12993007898330688
1761533337.696799,0.26964905858039856,0.1769377589225769,-0.20459139347076416,-0.12265785783529282
1761533337.706953,0.267635703086853,0.17597903311252594,-0.18762288987636566,-0.07029798626899719
1761533337.7169363,0.2657182216644287,0.17559552192687988,-0.2021673023700714,-0.021331802010536194
1761533337.7270417,0.26360902190208435,0.17540378868579865,-0.19247104227542877,-0.007757019251585007
1761533337.736741,0.2619791626930237,0.17540378868579865,-0.1425352245569229,-0.006302577909082174
1761533337.746958,0.26121217012405396,0.17530791461467743,-0.019392548128962517,-0.0004848137032240629
1761533337.7569332,0.26130804419517517,0.17530791461467743,0.03248251974582672,0.0
1761533337.7668025,0.26169154047966003,0.17530791461467743,0.02278624288737774,0.0
1761533337.776941,0.26178741455078125,0.17530791461467743,-0.0,0.0
1761533337.7870328,0.26178741455078125,0.17530791461467743,-0.0,0.0
1761533337.7970662,0.26178741455078125,0.17530791461467743,-0.0,0.0
1761533337.806937,0.26178741455078125,0.17530791461467743,-0.0,0.0
1761533337.8169627,0.26178741455078125,0.17530791461467743,-0.0,0.0
1761533337.8267412,0.26178741455078125,0.17530791461467743,-0.0,0.0019392548128962517
1761533337.8366613,0.26178741455078125,0.17530791461467743,-0.0,0.0
1761533337.8466747,0.26178741455078125,0.17530791461467743,-0.0,0.0
